5.491808962744300082e+00,5.535996030130292844e+00,5.515954629606066639e+00,5.549329527814536256e+00,5.518929646147190837e+00,5.495696922078582958e+00,5.529087725213762461e+00,5.518678745928339069e+00,5.463885478165716236e+00,5.556720944879885771e+00
5.463844125356270176e+00,5.530185165156758842e+00,5.476270644594869452e+00,5.559129746030130548e+00,5.491494442818607880e+00,5.463488650244300082e+00,5.475917157598737539e+00,5.497657204295602895e+00,5.465052104539902089e+00,5.471668156428135532e+00
5.104353814637621944e+00,5.120377630674878056e+00,5.128238640701344053e+00,5.164300676277483682e+00,5.120655966892304178e+00,5.114987053389658200e+00,5.122557400880496381e+00,5.115000174954193568e+00,5.130400517864413423e+00,5.136989133754071624e+00
4.985006425590390755e+00,5.007063377951954664e+00,5.001091077972312782e+00,4.972290834308835450e+00,5.027626062449104261e+00,5.077309474882939710e+00,4.954449085148615595e+00,4.966918945312500000e+00,4.961254008041531272e+00,4.963744719564331831e+00
4.546167230761400724e+00,4.498446088660423392e+00,4.490122245266693568e+00,4.464026236767100642e+00,4.550770514174470982e+00,4.446394035016286495e+00,4.550094952412459648e+00,4.518058453786644613e+00,4.608638204270154581e+00,4.570937563619707156e+00
4.254575449791327735e+00,4.512830504377036256e+00,4.311404150549674519e+00,4.307743631667345419e+00,4.392031393144340434e+00,4.437100388716408439e+00,4.481824645002036256e+00,4.552349475773615595e+00,4.348846733764251127e+00,4.396734479972516318e+00
4.182706652712743889e+00,4.219717417167141882e+00,4.424901707552931995e+00,4.256798560922231189e+00,4.274786237785016318e+00,4.434666537306595657e+00,4.398882837947883040e+00,4.115277715925285129e+00,4.127331662255699918e+00,4.398406883016082958e+00
3.819469141261197187e+00,3.527238379860545781e+00,3.627497868739820941e+00,3.618697672791123754e+00,3.920802212693403899e+00,3.515774108687907074e+00,3.709727532700529462e+00,3.582176780079397549e+00,3.748848085683021303e+00,3.644946766210301448e+00
4.028258680908998635e+00,3.682457342986563464e+00,3.586701334105252492e+00,3.669294425641286495e+00,3.631662176175692203e+00,3.635600236029112420e+00,3.582426487428746142e+00,3.651845130547638263e+00,3.558797730685057115e+00,3.684400129784202171e+00
3.509684509873778335e+00,3.390615854667141882e+00,3.625520488726587942e+00,3.394020701852606070e+00,3.530329502366653216e+00,3.492346549267101086e+00,3.408355017050081592e+00,3.606674343444625563e+00,3.657710072271986856e+00,3.416292370724755667e+00
3.411571788477198552e+00,3.410921276974755667e+00,3.422757723432410248e+00,3.445145895892711696e+00,3.421492884135790113e+00,3.392429016312092926e+00,3.427332377977402089e+00,3.437880127748371262e+00,3.452744077005293288e+00,3.498462788833469173e+00
3.469437490457043971e+00,3.396743227682206712e+00,3.416470505903908883e+00,3.363877287128461013e+00,3.455403380751221665e+00,3.400675323188110610e+00,3.425753018755089752e+00,3.504482405970073433e+00,3.413610800081433361e+00,3.391669953684853578e+00
3.377481168566775160e+00,3.338083472236359928e+00,3.326221577895969173e+00,3.325887574435057115e+00,3.331393263627341117e+00,3.323564262265879421e+00,3.482706573188110610e+00,3.354469920602606070e+00,3.332735043006922027e+00,3.411847341332451045e+00
3.323866654684955346e+00,3.311822052498981872e+00,3.426819841714169534e+00,3.302315081369604943e+00,3.321276934993383723e+00,3.326602103267508159e+00,3.476400269747557115e+00,3.406378034660016318e+00,3.317157956598636215e+00,3.317095728572882596e+00
3.220491589474755667e+00,3.199044988675692203e+00,3.199406825758346784e+00,3.248677902967223030e+00,3.218300288197271986e+00,3.200236466497862420e+00,3.180728079830008159e+00,3.221392802384466680e+00,3.340518914138843609e+00,3.199353345442284002e+00
2.999403565248371262e+00,2.984577589003969855e+00,2.981361414011604261e+00,3.034124616691266318e+00,2.974495257150854943e+00,2.979442086980863102e+00,2.978133310324206029e+00,2.993301043681290796e+00,2.972047290118587259e+00,3.055787325682003175e+00
2.854419422460301448e+00,2.876783737530537621e+00,2.848618299254376929e+00,3.038200452972312782e+00,3.028943388003868087e+00,2.846684458978013144e+00,2.853006866156860610e+00,2.838442327145256350e+00,2.851017159825427694e+00,2.895371228941876929e+00
2.909662799648819131e+00,2.808667310286034002e+00,2.924617208176404581e+00,2.813781141846498191e+00,2.840244951776262017e+00,2.817399313861461696e+00,2.806410003562703537e+00,2.813555689510382596e+00,2.915574660906962379e+00,2.797337634555680186e+00
2.705234390904926567e+00,2.771035060820439710e+00,2.685443095353216680e+00,2.679653702030741158e+00,2.880373081865838625e+00,2.712720442284202171e+00,2.738592191317182234e+00,2.695161403196253858e+00,2.856569569739922709e+00,2.820403953328582958e+00
2.917328377888334767e+00,2.776310923821763144e+00,2.735880003689942885e+00,2.721687242340187218e+00,2.793678706166021986e+00,2.738187808555577973e+00,2.734046960886604261e+00,2.748812896032675201e+00,2.811156431316164550e+00,2.743987142457247508e+00
2.746966930476384405e+00,3.192713634975569814e+00,3.001433232708163867e+00,2.662792889225366277e+00,2.639881444676302813e+00,2.728650220442284002e+00,2.655651577132532637e+00,2.777212136731474157e+00,2.985822745953786495e+00,3.441300084614209887e+00
2.724001806799674075e+00,2.769694076687194695e+00,3.173617782344258842e+00,3.156504478827361737e+00,2.685515661581331592e+00,2.748431575414800321e+00,2.747126576178236856e+00,3.030781997531555305e+00,2.739464974170398914e+00,2.826011632863395739e+00
2.977444229374491158e+00,2.718734095073290113e+00,2.726805845378664550e+00,2.809115033972923392e+00,2.850226088533184043e+00,2.730557022343241158e+00,2.740874945923249317e+00,2.810668945312500000e+00,2.693333131870928376e+00,2.677547889734324116e+00
